id,user_id,netflow_x,num,date,netflow_y,stay_time(s),pv
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-06,eMTx3s0,219.0,3.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-21,NXoIbis,19357.0,50.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-21,YwYaKo6,58.0,1.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-31,NXoIbis,46662.0,36.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-22,T6EM2e1,20.0,3.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-22,NXoIbis,13058.0,33.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-22,f8K0nxw,62.0,5.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-22,usV3fIk,117.0,2.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-08,NXoIbis,2603.0,43.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-05,NXoIbis,3046.0,16.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-05,nvtl5JZ,136.0,1.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-05,sCn5Gbn,95.0,1.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-23,NXoIbis,3919.0,95.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-23,PAb4WAL,0.0,1.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-09,NXoIbis,3614.0,59.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-04,NXoIbis,10079.0,50.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-04,2fz2oCP,11881.0,6.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-04,NBifnbX,34.0,3.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-07,NXoIbis,2546.0,47.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-07,lBZvRPz,127.0,3.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-07,NBifnbX,1683.0,1.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-07,2fz2oCP,24.0,1.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-30,NXoIbis,8143.0,24.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-30,5du24Ro,12.0,2.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-30,krZ4iBI,49.0,1.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-30,NBifnbX,1613.0,10.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-30,QvrQ45v,46.0,1.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-30,2fz2oCP,0.0,1.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-20,NXoIbis,915.0,51.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-26,NXoIbis,1735.0,30.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-26,XMUms8O,106.0,1.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-26,NBifnbX,166.0,2.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-01,NXoIbis,2594.0,47.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-01,nFBylV4,155.0,3.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-01,F4aW4eC,0.0,1.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-16,NXoIbis,1426.0,29.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-16,XMUms8O,257.0,2.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-11,NXoIbis,9620.0,43.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-11,5du24Ro,477.0,2.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-11,2fz2oCP,0.0,1.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-11,6QFfqnZ,14.0,3.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-11,ExOo51h,65.0,1.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-12,RRxucip,101.0,7.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-12,NXoIbis,23900.0,22.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-18,NXoIbis,4569.0,107.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-18,PAb4WAL,1212.0,1.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-18,RlMwkpf,38.0,1.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-02,NXoIbis,10360.0,30.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-02,JczKzet,0.0,1.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-02,FzIpqmX,73.0,2.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-02,5Fc0lid,49.0,1.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-11-02,2fz2oCP,123.0,2.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-25,NXoIbis,1356.0,66.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-28,NXoIbis,2418.0,52.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-28,qN8RkNI,29.0,1.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-28,QvrQ45v,682.0,15.0
7,16476216,天翊帮-孟小凤-女王新款,2,2019-10-28,xr7J1rH,81.0,2.0
18,55949486,赵新亚-外部团队1,2,2019-11-10,1JVe6vg,10.0,1.0
18,55949486,赵新亚-外部团队1,2,2019-10-22,1JVe6vg,10.0,1.0
18,55949486,赵新亚-外部团队1,2,2019-10-16,1JVe6vg,71.0,4.0
18,55949486,赵新亚-外部团队1,2,2019-11-11,1JVe6vg,26.0,1.0
18,55949486,赵新亚-外部团队1,2,2019-11-12,1JVe6vg,118.0,1.0
18,55949486,赵新亚-外部团队1,2,2019-10-18,1JVe6vg,23.0,1.0
18,55949486,赵新亚-外部团队1,2,2019-10-18,RlMwkpf,46.0,1.0
6,16121720,周璐-个销五部,2,2019-11-13,elvZu2X,157.0,9.0
6,16121720,周璐-个销五部,2,2019-10-24,elvZu2X,143.0,2.0
6,16121720,周璐-个销五部,2,2019-10-24,GkS4lKS,46.0,1.0
6,16121720,周璐-个销五部,2,2019-10-29,elvZu2X,130.0,1.0
6,16121720,周璐-个销五部,2,2019-11-10,elvZu2X,40.0,1.0
6,16121720,周璐-个销五部,2,2019-11-06,elvZu2X,125.0,9.0
6,16121720,周璐-个销五部,2,2019-10-21,ouFxkIL,70.0,1.0
6,16121720,周璐-个销五部,2,2019-10-21,elvZu2X,0.0,1.0
6,16121720,周璐-个销五部,2,2019-10-31,elvZu2X,271.0,7.0
6,16121720,周璐-个销五部,2,2019-10-31,Eq1Q1Ll,8.0,1.0
6,16121720,周璐-个销五部,2,2019-10-22,GkS4lKS,15.0,1.0
6,16121720,周璐-个销五部,2,2019-10-23,Eq1Q1Ll,15.0,1.0
6,16121720,周璐-个销五部,2,2019-11-09,elvZu2X,59.0,3.0
6,16121720,周璐-个销五部,2,2019-11-04,elvZu2X,7.0,1.0
6,16121720,周璐-个销五部,2,2019-11-07,elvZu2X,31.0,3.0
6,16121720,周璐-个销五部,2,2019-10-30,Eq1Q1Ll,12.0,1.0
6,16121720,周璐-个销五部,2,2019-10-30,GkS4lKS,0.0,1.0
6,16121720,周璐-个销五部,2,2019-11-11,elvZu2X,663.0,10.0
6,16121720,周璐-个销五部,2,2019-11-12,elvZu2X,95.0,1.0
6,16121720,周璐-个销五部,2,2019-11-02,ouFxkIL,285.0,3.0
6,16121720,周璐-个销五部,2,2019-10-25,Eq1Q1Ll,70.0,2.0
6,16121720,周璐-个销五部,2,2019-10-28,GkS4lKS,474.0,3.0
6,16121720,周璐-个销五部,2,2019-10-28,elvZu2X,15.0,2.0
20,55990183,陈佐棠-外部团队2,2,2019-11-03,x4Deqoz,108.0,4.0
20,55990183,陈佐棠-外部团队2,2,2019-10-19,x4Deqoz,107.0,3.0
20,55990183,陈佐棠-外部团队2,2,2019-10-24,x4Deqoz,70.0,1.0
20,55990183,陈佐棠-外部团队2,2,2019-10-29,x4Deqoz,143.0,2.0
20,55990183,陈佐棠-外部团队2,2,2019-10-27,x4Deqoz,198.0,2.0
20,55990183,陈佐棠-外部团队2,2,2019-10-17,x4Deqoz,27.0,1.0
20,55990183,陈佐棠-外部团队2,2,2019-11-06,x4Deqoz,31.0,1.0
20,55990183,陈佐棠-外部团队2,2,2019-10-21,x4Deqoz,295.0,7.0
20,55990183,陈佐棠-外部团队2,2,2019-10-22,x4Deqoz,55.0,4.0
20,55990183,陈佐棠-外部团队2,2,2019-11-05,x4Deqoz,20.0,2.0
20,55990183,陈佐棠-外部团队2,2,2019-10-23,x4Deqoz,108.0,4.0
20,55990183,陈佐棠-外部团队2,2,2019-10-30,x4Deqoz,184.0,5.0
20,55990183,陈佐棠-外部团队2,2,2019-10-20,x4Deqoz,22.0,1.0
20,55990183,陈佐棠-外部团队2,2,2019-10-26,x4Deqoz,167.0,5.0
20,55990183,陈佐棠-外部团队2,2,2019-11-01,x4Deqoz,109.0,6.0
20,55990183,陈佐棠-外部团队2,2,2019-10-18,x4Deqoz,17.0,2.0
20,55990183,陈佐棠-外部团队2,2,2019-11-02,x4Deqoz,158.0,6.0
20,55990183,陈佐棠-外部团队2,2,2019-10-28,x4Deqoz,151.0,10.0
8,28365723,林轩民-外部团队1,2,2019-10-24,6daRnCV,1572.0,21.0
8,28365723,林轩民-外部团队1,2,2019-10-21,rMEY5oV,201.0,6.0
8,28365723,林轩民-外部团队1,2,2019-10-21,6daRnCV,80.0,3.0
8,28365723,林轩民-外部团队1,2,2019-11-05,6daRnCV,170.0,1.0
8,28365723,林轩民-外部团队1,2,2019-11-11,fuB3zTB,507.0,3.0
32,57554510,吴金军-外部团队3,2,2019-11-03,66rDvMm,35.0,1.0
32,57554510,吴金军-外部团队3,2,2019-10-19,Y3nkjud,10994.0,37.0
32,57554510,吴金军-外部团队3,2,2019-10-24,Y3nkjud,43025.0,3.0
32,57554510,吴金军-外部团队3,2,2019-10-29,Y3nkjud,17875.0,3.0
32,57554510,吴金军-外部团队3,2,2019-10-27,Y3nkjud,233.0,12.0
32,57554510,吴金军-外部团队3,2,2019-10-17,Y3nkjud,170.0,8.0
32,57554510,吴金军-外部团队3,2,2019-10-21,Y3nkjud,307.0,5.0
32,57554510,吴金军-外部团队3,2,2019-10-31,66rDvMm,4.0,1.0
32,57554510,吴金军-外部团队3,2,2019-10-22,Y3nkjud,4217.0,7.0
32,57554510,吴金军-外部团队3,2,2019-11-08,66rDvMm,89.0,1.0
32,57554510,吴金军-外部团队3,2,2019-10-23,Y3nkjud,0.0,1.0
32,57554510,吴金军-外部团队3,2,2019-11-09,66rDvMm,255.0,11.0
32,57554510,吴金军-外部团队3,2,2019-10-30,Y3nkjud,114.0,2.0
32,57554510,吴金军-外部团队3,2,2019-10-20,Y3nkjud,29443.0,7.0
32,57554510,吴金军-外部团队3,2,2019-10-26,Y3nkjud,83.0,1.0
32,57554510,吴金军-外部团队3,2,2019-11-01,66rDvMm,61.0,1.0
32,57554510,吴金军-外部团队3,2,2019-10-16,Y3nkjud,108.0,3.0
32,57554510,吴金军-外部团队3,2,2019-11-12,66rDvMm,22.0,1.0
32,57554510,吴金军-外部团队3,2,2019-10-18,Y3nkjud,161.0,13.0
32,57554510,吴金军-外部团队3,2,2019-11-02,66rDvMm,73.0,2.0
32,57554510,吴金军-外部团队3,2,2019-10-25,Y3nkjud,42.0,1.0
30,57212498,外贸-王国通,1,2019-10-29,Pp7usAT,10.0,1.0
30,57212498,外贸-王国通,1,2019-10-21,vR3dHPJ,145.0,2.0
30,57212498,外贸-王国通,1,2019-10-21,WLmohu4,136.0,2.0
30,57212498,外贸-王国通,1,2019-10-21,Pp7usAT,54.0,10.0
30,57212498,外贸-王国通,1,2019-10-21,YsoR5IU,70.0,1.0
30,57212498,外贸-王国通,1,2019-11-05,YsoR5IU,1773.0,64.0
30,57212498,外贸-王国通,1,2019-10-26,Pp7usAT,10.0,1.0
30,57212498,外贸-王国通,1,2019-10-28,YsoR5IU,343.0,18.0
9,31858309,于长亮-外部团队2,1,,,,
14,53437029,日月神教-黄宇轩-轻奢,1,2019-11-10,HNYDBgW,0.0,1.0
14,53437029,日月神教-黄宇轩-轻奢,1,2019-11-05,l2duCMX,20.0,2.0
14,53437029,日月神教-黄宇轩-轻奢,1,2019-10-23,HNYDBgW,0.0,1.0
14,53437029,日月神教-黄宇轩-轻奢,1,2019-11-09,HNYDBgW,1.0,2.0
14,53437029,日月神教-黄宇轩-轻奢,1,2019-10-20,HNYDBgW,0.0,1.0
14,53437029,日月神教-黄宇轩-轻奢,1,2019-10-25,HNYDBgW,10.0,1.0
